name,id,wmc,dit,noc,cbo,rfc,lcom,npm,loc,bug
org.apache.tools.ant.types.FilterSet,611,26,3,0,12,85,217,19,811,2
org.apache.tools.ant.taskdefs.optional.depend.constantpool.NameAndTypeCPInfo,612,6,2,0,6,16,1,6,84,0
org.apache.tools.ant.types.selectors.modifiedselector.ChecksumAlgorithm,613,6,1,0,3,25,0,6,135,0
org.apache.tools.ant.taskdefs.XSLTLogger,614,1,1,0,3,1,0,1,1,0
org.apache.tools.ant.input.PropertyFileInputHandler,615,3,1,0,4,19,0,2,101,0
org.apache.tools.ant.types.DTDLocation,616,1,2,1,3,2,0,1,4,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Sync,617,4,4,0,4,14,0,4,108,0
org.apache.tools.ant.taskdefs.Deltree,618,4,3,0,3,18,4,3,147,0
org.apache.tools.ant.taskdefs.rmic.KaffeRmic,619,5,2,0,9,25,4,3,137,0
org.apache.tools.ant.input.InputRequest,620,7,1,1,6,9,15,7,42,0
org.apache.tools.ant.UnsupportedAttributeException,621,2,5,0,4,3,0,2,13,0
org.apache.tools.ant.taskdefs.Touch,622,20,3,0,18,70,136,13,515,2
org.apache.tools.ant.types.selectors.SignedSelector,623,3,3,0,4,11,0,3,35,0
org.apache.tools.ant.filters.PrefixLines,624,7,5,0,4,23,0,5,150,0
org.apache.tools.ant.taskdefs.optional.splash.SplashTask,625,11,3,0,6,53,23,9,380,1
org.apache.tools.ant.taskdefs.Patch,626,11,3,0,10,39,0,11,247,0
org.apache.tools.ant.types.optional.ScriptSelector,627,17,4,0,8,32,16,16,140,0
org.apache.tools.ant.taskdefs.email.EmailAddress,628,8,1,0,5,16,6,7,284,0
org.apache.tools.ant.types.XMLCatalog,629,28,3,0,17,105,344,13,874,0
org.apache.tools.ant.taskdefs.optional.native2ascii.Native2AsciiAdapterFactory,630,4,1,0,8,14,6,3,79,0
org.apache.tools.bzip2.CRC,631,8,1,0,2,9,0,0,1107,0
org.apache.tools.ant.taskdefs.compilers.AptCompilerAdapter,632,5,2,0,10,34,10,2,171,0
org.apache.tools.ant.taskdefs.GZip,633,3,4,0,5,20,3,1,71,0
org.apache.tools.ant.taskdefs.cvslib.CvsTagEntry,634,7,1,0,1,11,7,7,105,0
org.apache.tools.ant.util.ContainerMapper,635,8,1,2,4,17,16,7,89,0
org.apache.tools.ant.util.XMLFragment,636,7,2,1,6,21,0,4,90,0
org.apache.tools.ant.taskdefs.optional.junit.SummaryJUnitResultFormatter,637,12,1,1,8,31,46,12,223,0
org.apache.tools.ant.taskdefs.Redirector,638,42,1,0,24,109,653,30,1212,2
org.apache.tools.zip.ZipShort,639,10,1,0,8,11,15,10,121,1
org.apache.tools.ant.types.resources.FileResourceIterator,640,8,1,0,9,13,12,8,109,0
org.apache.tools.ant.TaskContainer,641,1,1,0,14,1,0,1,1,0
org.apache.tools.ant.types.selectors.AndSelector,642,3,5,0,7,14,3,3,52,0
org.apache.tools.ant.util.regexp.JakartaOroRegexp,643,3,2,0,10,16,3,2,105,0
org.apache.tools.ant.taskdefs.compilers.CompilerAdapter,644,2,1,0,4,2,1,2,2,0
org.apache.tools.ant.taskdefs.optional.dotnet.DotnetCompile,645,64,5,3,15,111,1836,38,888,0
org.apache.tools.ant.taskdefs.optional.junit.PlainJUnitResultFormatter,646,12,1,0,9,46,34,11,386,0
org.apache.tools.ant.taskdefs.Sequential,647,3,3,0,3,10,0,3,32,0
org.apache.tools.ant.types.AbstractFileSet,648,59,3,3,38,121,1145,57,1035,3
org.apache.tools.ant.taskdefs.optional.depend.constantpool.InterfaceMethodRefCPInfo,649,7,2,0,4,21,3,7,108,0
org.apache.tools.ant.FileScanner,650,14,1,0,5,14,91,14,14,0
org.apache.tools.ant.taskdefs.optional.ejb.EJBDeploymentTool,651,4,1,0,5,4,6,4,4,0
org.apache.tools.ant.taskdefs.optional.extension.JarLibManifestTask,652,13,3,0,7,52,48,7,355,0
org.apache.tools.ant.taskdefs.optional.extension.Extension,653,23,1,0,15,56,191,16,850,0
org.apache.tools.ant.util.IdentityMapper,654,4,1,0,8,5,6,4,16,0
org.apache.tools.ant.util.JAXPUtils,655,13,1,0,12,32,70,9,155,0
org.apache.tools.ant.util.UnPackageNameMapper,656,2,2,0,1,6,1,1,20,0
org.apache.tools.ant.taskdefs.MatchingTask,657,42,3,21,47,98,0,40,327,0
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,658,33,1,6,22,135,316,10,1367,0
org.apache.tools.ant.taskdefs.rmic.SunRmic,659,2,2,0,8,21,1,2,167,2
org.apache.tools.ant.types.resources.Union,660,8,4,0,16,25,28,5,122,0
org.apache.tools.ant.Diagnostics,661,30,1,0,10,104,429,5,1038,3
org.apache.tools.ant.util.LineOrientedOutputStream,662,7,2,2,2,15,0,5,143,0
org.apache.tools.ant.taskdefs.optional.splash.SplashScreen,663,12,5,0,3,39,58,11,213,1
org.apache.tools.ant.types.optional.ScriptFilter,664,13,3,0,8,26,0,12,98,1
org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapterFactory,665,4,1,0,11,18,6,2,97,0
org.apache.tools.ant.taskdefs.LoadResource,666,8,3,1,10,45,2,8,336,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionAdapter,667,12,3,0,11,28,36,10,214,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.ClassCPInfo,668,5,2,0,7,14,0,5,51,0
org.apache.tools.ant.util.regexp.JakartaOroMatcher,669,9,1,1,8,21,22,7,135,0
org.apache.tools.ant.types.spi.Provider,670,4,2,0,4,8,0,4,37,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Have,671,2,4,0,4,8,1,2,25,0
org.apache.tools.ant.taskdefs.optional.Native2Ascii,672,16,4,0,19,56,60,14,362,0
org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool,673,15,1,2,7,24,77,13,109,0
org.apache.tools.ant.types.resources.comparators.Date,674,2,4,0,3,4,1,1,12,1
org.apache.tools.ant.Location,675,11,1,0,150,26,41,9,134,0
org.apache.tools.ant.types.ZipFileSet,676,9,6,0,12,28,6,4,143,0
org.apache.tools.ant.taskdefs.GUnzip,677,4,4,0,5,26,6,1,129,0
org.apache.tools.ant.util.LeadPipeInputStream,678,9,3,0,3,20,34,9,177,0
org.apache.tools.ant.helper.AntXMLContext,679,28,1,0,11,52,282,28,300,0
org.apache.tools.ant.util.regexp.JakartaRegexpMatcher,680,10,1,1,6,20,39,7,129,0
org.apache.tools.ant.util.regexp.JakartaRegexpRegexp,681,3,2,0,5,16,3,2,95,0
org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs,682,36,3,0,12,111,528,32,1006,0
org.apache.tools.tar.TarInputStream,683,15,3,0,5,42,69,15,538,1
org.apache.tools.ant.types.selectors.NoneSelector,684,3,5,1,9,14,3,3,52,0
org.apache.tools.ant.types.selectors.FileSelector,685,1,1,0,22,1,0,1,1,0
org.apache.tools.ant.taskdefs.condition.Or,686,2,3,0,3,7,1,2,23,0
org.apache.tools.ant.taskdefs.Chmod,687,18,5,0,11,60,39,16,305,1
org.apache.tools.ant.types.selectors.ContainsRegexpSelector,688,7,5,0,15,32,1,7,209,0
org.apache.tools.ant.types.resources.BZip2Resource,689,6,5,0,4,13,9,2,70,0
org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp,690,13,3,0,9,41,48,7,285,0
org.apache.tools.ant.types.Assertions,691,13,3,0,11,40,0,10,289,0
org.apache.tools.ant.taskdefs.condition.IsReference,692,4,2,0,6,14,2,4,68,1
org.apache.tools.ant.helper.ProjectHelper2,693,17,2,0,17,85,74,4,461,1
org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer,694,14,1,0,16,86,41,8,451,0
org.apache.tools.ant.util.depend.bcel.FullAnalyzer,695,3,2,0,6,32,3,1,185,0
org.apache.tools.ant.taskdefs.optional.ssh.LogListener,696,1,1,0,4,1,0,1,1,0
org.apache.tools.ant.taskdefs.ProcessDestroyer,697,7,1,0,2,36,0,5,335,0
org.apache.tools.ant.types.resources.comparators.Name,698,2,4,0,2,5,1,1,11,0
org.apache.tools.ant.filters.EscapeUnicode,699,5,5,0,3,19,4,4,107,0
org.apache.tools.ant.taskdefs.optional.native2ascii.DefaultNative2Ascii,700,5,1,2,8,13,10,2,53,0
org.apache.tools.ant.util.regexp.RegexpUtil,701,3,1,0,6,4,3,3,20,0
org.apache.tools.ant.taskdefs.PumpStreamHandler,702,16,1,3,14,26,82,9,183,1
org.apache.tools.ant.taskdefs.Parallel,703,18,3,0,8,52,101,9,519,1
org.apache.tools.ant.util.PropertyOutputStream,704,3,3,0,3,8,1,3,49,0
org.apache.tools.ant.taskdefs.email.PlainMailer,705,3,2,1,8,43,3,1,250,1
org.apache.tools.ant.taskdefs.optional.extension.resolvers.AntResolver,706,7,1,0,6,25,1,6,104,0
org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,707,25,1,10,26,103,134,3,1167,2
org.apache.tools.ant.taskdefs.optional.ssh.SSHBase,708,18,3,2,10,43,61,16,184,0
org.apache.tools.ant.taskdefs.optional.dotnet.DotnetResource,709,16,1,0,9,39,82,14,297,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.LongCPInfo,710,3,3,0,2,11,3,3,25,0
org.apache.tools.ant.taskdefs.BZip2,711,3,4,0,6,22,3,1,82,0
org.apache.tools.ant.taskdefs.Property,712,35,3,0,13,93,519,25,807,1
org.apache.tools.ant.taskdefs.optional.depend.constantpool.StringCPInfo,713,4,3,0,4,16,0,4,46,0
org.apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream,714,2,3,0,3,4,0,1,14,0
org.apache.tools.ant.filters.BaseFilterReader,715,10,3,6,9,20,21,5,146,0
org.apache.tools.ant.types.DirSet,716,7,4,0,9,22,21,6,103,0
org.apache.tools.ant.taskdefs.optional.native2ascii.SunNative2Ascii,717,3,2,0,7,18,3,1,82,0
org.apache.tools.ant.taskdefs.PreSetDef,718,4,4,0,10,20,2,4,112,0
org.apache.tools.ant.taskdefs.optional.javah.JavahAdapterFactory,719,4,1,0,8,14,6,3,79,0
org.apache.tools.ant.types.optional.AbstractScriptComponent,720,12,2,2,8,25,0,10,91,1
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,721,32,2,1,16,140,400,23,1196,1
org.apache.tools.ant.types.resources.comparators.DelegatedResourceComparator,722,6,4,0,7,27,0,4,169,0
org.apache.tools.ant.util.DeweyDecimal,723,10,1,1,4,23,0,10,298,0
org.apache.tools.ant.filters.ChainableReader,724,1,1,0,23,1,0,1,1,0
org.apache.tools.ant.types.resources.URLResource,725,23,4,0,6,64,213,18,409,0
org.apache.tools.ant.taskdefs.Untar,726,6,4,0,9,32,9,3,182,2
org.apache.tools.ant.listener.CommonsLoggingListener,727,14,1,0,10,45,3,12,459,0
org.apache.tools.ant.ComponentHelper,728,39,1,0,26,154,449,26,1711,0
org.apache.tools.ant.RuntimeConfigurable,729,25,1,0,20,71,182,22,515,1
org.apache.tools.mail.SmtpResponseReader,730,5,1,0,1,19,0,3,108,0
org.apache.tools.ant.taskdefs.VerifyJar,731,4,4,0,9,36,0,3,179,1
org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage,732,15,2,1,7,49,75,9,402,1
org.apache.tools.ant.taskdefs.optional.unix.Symlink,733,23,4,0,13,96,181,16,856,5
org.apache.tools.ant.ProjectHelper,734,18,1,2,24,68,151,17,386,1
org.apache.tools.ant.listener.Log4jListener,735,8,1,0,7,33,0,8,305,1
org.apache.tools.ant.filters.FixCrLfFilter,736,18,5,0,14,44,77,16,331,0
org.apache.tools.ant.taskdefs.AbstractJarSignerTask,737,24,3,2,14,65,222,13,348,0
org.apache.tools.ant.taskdefs.optional.ejb.JbossDeploymentTool,738,6,2,0,5,23,9,3,160,0
org.apache.tools.ant.taskdefs.ManifestClassPath,739,6,3,0,6,33,3,6,292,2
org.apache.tools.ant.taskdefs.optional.perforce.P4Reopen,740,3,4,0,4,11,0,3,53,0
org.apache.tools.ant.taskdefs.Javadoc,741,92,3,0,34,261,3726,81,2704,4
org.apache.tools.ant.types.selectors.BaseSelector,742,6,3,6,10,10,3,6,46,0
org.apache.tools.ant.types.resources.selectors.ResourceSelectorContainer,743,7,3,5,9,26,0,6,141,0
org.apache.tools.ant.taskdefs.compilers.Gcj,744,5,2,0,8,34,8,3,216,1
org.apache.tools.ant.taskdefs.optional.depend.JarFileIterator,745,2,1,0,2,18,0,2,83,0
